global_step	epoch	step_in_epoch	timestamp	loss
46950	15	2729	2025-06-15 10:58:27	0.0541
47000	15	2779	2025-06-15 10:58:57	0.0511
47050	15	2829	2025-06-15 10:59:27	0.0367
47100	15	2879	2025-06-15 10:59:57	0.0230
47150	15	2929	2025-06-15 11:00:28	0.0282
47200	16	31	2025-06-15 11:02:47	0.0376
47250	16	81	2025-06-15 11:03:17	0.0323
47300	16	131	2025-06-15 11:03:47	0.0249
47350	16	181	2025-06-15 11:04:17	0.0216
47400	16	231	2025-06-15 11:04:47	0.0148
47450	16	281	2025-06-15 11:05:18	0.0383
47500	16	331	2025-06-15 11:05:48	0.0177
47550	16	381	2025-06-15 11:06:18	0.0291
47600	16	431	2025-06-15 11:06:48	0.0308
47650	16	481	2025-06-15 11:07:18	0.0352
47700	16	531	2025-06-15 11:07:48	0.0316
47750	16	581	2025-06-15 11:08:19	0.0231
47800	16	631	2025-06-15 11:08:49	0.0214
47850	16	681	2025-06-15 11:09:19	0.0446
47900	16	731	2025-06-15 11:09:49	0.0233
47950	16	781	2025-06-15 11:10:19	0.0378
48000	16	831	2025-06-15 11:10:49	0.0487
48050	16	881	2025-06-15 11:11:19	0.0358
48100	16	931	2025-06-15 11:11:50	0.0164
48150	16	981	2025-06-15 11:12:20	0.0285
48200	16	1031	2025-06-15 11:12:50	0.0248
48250	16	1081	2025-06-15 11:13:20	0.0380
48300	16	1131	2025-06-15 11:13:50	0.0336
48350	16	1181	2025-06-15 11:14:20	0.0371
48400	16	1231	2025-06-15 11:14:51	0.0321
48450	16	1281	2025-06-15 11:15:21	0.0680
48500	16	1331	2025-06-15 11:15:51	0.0249
48550	16	1381	2025-06-15 11:16:21	0.0443
48600	16	1431	2025-06-15 11:16:51	0.0268
48650	16	1481	2025-06-15 11:17:21	0.0318
48700	16	1531	2025-06-15 11:17:52	0.0594
48750	16	1581	2025-06-15 11:18:22	0.0343
48800	16	1631	2025-06-15 11:18:52	0.0534
48850	16	1681	2025-06-15 11:19:22	0.0272
48900	16	1731	2025-06-15 11:19:52	0.0508
48950	16	1781	2025-06-15 11:20:22	0.0312
49000	16	1831	2025-06-15 11:20:52	0.0218
49050	16	1881	2025-06-15 11:21:23	0.0285
49100	16	1931	2025-06-15 11:21:53	0.0284
49150	16	1981	2025-06-15 11:22:23	0.0290
49200	16	2031	2025-06-15 11:22:53	0.0666
49250	16	2081	2025-06-15 11:23:23	0.0214
49300	16	2131	2025-06-15 11:23:53	0.0468
49350	16	2181	2025-06-15 11:24:23	0.0315
49400	16	2231	2025-06-15 11:24:54	0.0661
49450	16	2281	2025-06-15 11:25:24	0.0601
49500	16	2331	2025-06-15 11:25:54	0.0248
49550	16	2381	2025-06-15 11:26:24	0.0349
49600	16	2431	2025-06-15 11:26:54	0.0169
49650	16	2481	2025-06-15 11:27:24	0.0595
49700	16	2531	2025-06-15 11:27:54	0.0345
49750	16	2581	2025-06-15 11:28:25	0.0324
49800	16	2631	2025-06-15 11:28:55	0.0454
49850	16	2681	2025-06-15 11:29:25	0.0395
49900	16	2731	2025-06-15 11:29:55	0.0465
49950	16	2781	2025-06-15 11:30:25	0.0302
50000	16	2831	2025-06-15 11:30:55	0.0449
50050	16	2881	2025-06-15 11:31:26	0.0269
50100	16	2931	2025-06-15 11:31:56	0.0235
50150	17	33	2025-06-15 11:34:15	0.0225
50200	17	83	2025-06-15 11:34:45	0.0262
50250	17	133	2025-06-15 11:35:15	0.0259
50300	17	183	2025-06-15 11:35:46	0.0201
50350	17	233	2025-06-15 11:36:16	0.0574
50400	17	283	2025-06-15 11:36:46	0.0224
50450	17	333	2025-06-15 11:37:16	0.0197
50500	17	383	2025-06-15 11:37:46	0.0358
50550	17	433	2025-06-15 11:38:16	0.0195
50600	17	483	2025-06-15 11:38:47	0.0333
50650	17	533	2025-06-15 11:39:17	0.0199
50700	17	583	2025-06-15 11:39:47	0.0274
50750	17	633	2025-06-15 11:40:17	0.0444
50800	17	683	2025-06-15 11:40:47	0.0193
50850	17	733	2025-06-15 11:41:17	0.0417
50900	17	783	2025-06-15 11:41:47	0.0187
50950	17	833	2025-06-15 11:42:18	0.0381
51000	17	883	2025-06-15 11:42:48	0.0167
51050	17	933	2025-06-15 11:43:18	0.0362
51100	17	983	2025-06-15 11:43:48	0.0205
51150	17	1033	2025-06-15 11:44:18	0.0205
51200	17	1083	2025-06-15 11:44:48	0.0424
51250	17	1133	2025-06-15 11:45:19	0.0355
51300	17	1183	2025-06-15 11:45:49	0.0427
51350	17	1233	2025-06-15 11:46:19	0.0326
51400	17	1283	2025-06-15 11:46:49	0.0272
51450	17	1333	2025-06-15 11:47:19	0.0451
51500	17	1383	2025-06-15 11:47:49	0.0249
51550	17	1433	2025-06-15 11:48:19	0.0367
51600	17	1483	2025-06-15 11:48:50	0.0192
51650	17	1533	2025-06-15 11:49:20	0.0335
51700	17	1583	2025-06-15 11:49:50	0.0302
51750	17	1633	2025-06-15 11:50:20	0.0205
51800	17	1683	2025-06-15 11:50:50	0.0196
51850	17	1733	2025-06-15 11:51:20	0.0233
51900	17	1783	2025-06-15 11:51:50	0.0194
51950	17	1833	2025-06-15 11:52:21	0.0182
52000	17	1883	2025-06-15 11:52:51	0.0246
52050	17	1933	2025-06-15 11:53:21	0.0237
52100	17	1983	2025-06-15 11:53:51	0.0497
52150	17	2033	2025-06-15 11:54:21	0.0184
52200	17	2083	2025-06-15 11:54:51	0.0500
52250	17	2133	2025-06-15 11:55:22	0.0417
52300	17	2183	2025-06-15 11:55:52	0.0409
52350	17	2233	2025-06-15 11:56:22	0.0389
52400	17	2283	2025-06-15 11:56:52	0.0498
52450	17	2333	2025-06-15 11:57:22	0.0517
52500	17	2383	2025-06-15 11:57:52	0.0474
52550	17	2433	2025-06-15 11:58:22	0.0458
52600	17	2483	2025-06-15 11:58:53	0.0183
52650	17	2533	2025-06-15 11:59:23	0.0233
52700	17	2583	2025-06-15 11:59:53	0.0405
52750	17	2633	2025-06-15 12:00:23	0.0326
52800	17	2683	2025-06-15 12:00:53	0.0645
52850	17	2733	2025-06-15 12:01:23	0.0356
52900	17	2783	2025-06-15 12:01:54	0.0326
52950	17	2833	2025-06-15 12:02:24	0.0362
53000	17	2883	2025-06-15 12:02:54	0.0242
53050	17	2933	2025-06-15 12:03:24	0.0272
53100	18	35	2025-06-15 12:05:44	0.0478
53150	18	85	2025-06-15 12:06:14	0.0199
53200	18	135	2025-06-15 12:06:44	0.0197
53250	18	185	2025-06-15 12:07:14	0.0423
53300	18	235	2025-06-15 12:07:44	0.0477
53350	18	285	2025-06-15 12:08:14	0.0439
53400	18	335	2025-06-15 12:08:44	0.0212
53450	18	385	2025-06-15 12:09:15	0.0523
53500	18	435	2025-06-15 12:09:45	0.0394
53550	18	485	2025-06-15 12:10:15	0.0158
53600	18	535	2025-06-15 12:10:45	0.0100
53650	18	585	2025-06-15 12:11:15	0.0270
53700	18	635	2025-06-15 12:11:45	0.0163
53750	18	685	2025-06-15 12:12:16	0.0212
53800	18	735	2025-06-15 12:12:46	0.0238
53850	18	785	2025-06-15 12:13:16	0.0242
53900	18	835	2025-06-15 12:13:46	0.0208
53950	18	885	2025-06-15 12:14:16	0.0262
54000	18	935	2025-06-15 12:14:46	0.0260
54050	18	985	2025-06-15 12:15:16	0.0280
54100	18	1035	2025-06-15 12:15:47	0.0262
54150	18	1085	2025-06-15 12:16:17	0.0097
54200	18	1135	2025-06-15 12:16:47	0.0217
54250	18	1185	2025-06-15 12:17:17	0.0316
54300	18	1235	2025-06-15 12:17:47	0.0543
54350	18	1285	2025-06-15 12:18:17	0.0187
54400	18	1335	2025-06-15 12:18:47	0.0639
54450	18	1385	2025-06-15 12:19:18	0.0212
54500	18	1435	2025-06-15 12:19:48	0.0268
54550	18	1485	2025-06-15 12:20:18	0.0271
54600	18	1535	2025-06-15 12:20:48	0.0456
54650	18	1585	2025-06-15 12:21:18	0.0209
54700	18	1635	2025-06-15 12:21:48	0.0269
54750	18	1685	2025-06-15 12:22:18	0.0795
54800	18	1735	2025-06-15 12:22:49	0.0295
54850	18	1785	2025-06-15 12:23:19	0.0188
54900	18	1835	2025-06-15 12:23:49	0.0738
54950	18	1885	2025-06-15 12:24:19	0.0273
55000	18	1935	2025-06-15 12:24:49	0.0235
55050	18	1985	2025-06-15 12:25:19	0.0626
55100	18	2035	2025-06-15 12:25:49	0.0243
55150	18	2085	2025-06-15 12:26:20	0.0300
55200	18	2135	2025-06-15 12:26:50	0.0528
55250	18	2185	2025-06-15 12:27:20	0.0266
55300	18	2235	2025-06-15 12:27:50	0.0314
55350	18	2285	2025-06-15 12:28:20	0.0188
55400	18	2335	2025-06-15 12:28:50	0.0283
55450	18	2385	2025-06-15 12:29:20	0.0302
55500	18	2435	2025-06-15 12:29:51	0.0386
55550	18	2485	2025-06-15 12:30:21	0.0614
55600	18	2535	2025-06-15 12:30:51	0.0574
55650	18	2585	2025-06-15 12:31:21	0.0206
55700	18	2635	2025-06-15 12:31:51	0.0189
55750	18	2685	2025-06-15 12:32:21	0.0305
55800	18	2735	2025-06-15 12:32:51	0.0360
55850	18	2785	2025-06-15 12:33:22	0.0226
55900	18	2835	2025-06-15 12:33:52	0.0230
55950	18	2885	2025-06-15 12:34:22	0.0162
56000	18	2935	2025-06-15 12:34:52	0.0796
56050	19	37	2025-06-15 12:37:12	0.0584
56100	19	87	2025-06-15 12:37:42	0.0211
56150	19	137	2025-06-15 12:38:12	0.0165
56200	19	187	2025-06-15 12:38:42	0.0206
56250	19	237	2025-06-15 12:39:12	0.0177
56300	19	287	2025-06-15 12:39:42	0.0215
56350	19	337	2025-06-15 12:40:13	0.0217
56400	19	387	2025-06-15 12:40:43	0.0185
56450	19	437	2025-06-15 12:41:13	0.0231
56500	19	487	2025-06-15 12:41:43	0.0212
56550	19	537	2025-06-15 12:42:13	0.0130
56600	19	587	2025-06-15 12:42:43	0.0226
56650	19	637	2025-06-15 12:43:14	0.0190
56700	19	687	2025-06-15 12:43:44	0.0629
56750	19	737	2025-06-15 12:44:14	0.0139
56800	19	787	2025-06-15 12:44:44	0.0161
56850	19	837	2025-06-15 12:45:14	0.0286
56900	19	887	2025-06-15 12:45:44	0.0377
56950	19	937	2025-06-15 12:46:14	0.0256
57000	19	987	2025-06-15 12:46:45	0.0351
57050	19	1037	2025-06-15 12:47:15	0.0567
57100	19	1087	2025-06-15 12:47:45	0.0174
57150	19	1137	2025-06-15 12:48:15	0.0138
57200	19	1187	2025-06-15 12:48:45	0.0258
57250	19	1237	2025-06-15 12:49:15	0.0198
57300	19	1287	2025-06-15 12:49:46	0.0217
57350	19	1337	2025-06-15 12:50:16	0.0394
57400	19	1387	2025-06-15 12:50:46	0.0191
57450	19	1437	2025-06-15 12:51:16	0.0375
57500	19	1487	2025-06-15 12:51:46	0.0343
57550	19	1537	2025-06-15 12:52:16	0.0363
57600	19	1587	2025-06-15 12:52:46	0.0260
57650	19	1637	2025-06-15 12:53:17	0.0285
57700	19	1687	2025-06-15 12:53:47	0.0225
57750	19	1737	2025-06-15 12:54:17	0.0286
57800	19	1787	2025-06-15 12:54:47	0.0231
57850	19	1837	2025-06-15 12:55:17	0.0297
57900	19	1887	2025-06-15 12:55:47	0.0110
57950	19	1937	2025-06-15 12:56:17	0.0162
58000	19	1987	2025-06-15 12:56:48	0.0192
58050	19	2037	2025-06-15 12:57:18	0.0450
58100	19	2087	2025-06-15 12:57:48	0.0434
58150	19	2137	2025-06-15 12:58:18	0.0219
58200	19	2187	2025-06-15 12:58:48	0.0375
58250	19	2237	2025-06-15 12:59:18	0.0340
58300	19	2287	2025-06-15 12:59:48	0.0313
58350	19	2337	2025-06-15 13:00:19	0.0216
58400	19	2387	2025-06-15 13:00:49	0.0343
58450	19	2437	2025-06-15 13:01:19	0.0215
58500	19	2487	2025-06-15 13:01:49	0.0296
58550	19	2537	2025-06-15 13:02:19	0.0432
58600	19	2587	2025-06-15 13:02:49	0.0258
58650	19	2637	2025-06-15 13:03:20	0.0218
58700	19	2687	2025-06-15 13:03:50	0.0251
58750	19	2737	2025-06-15 13:04:20	0.0113
58800	19	2787	2025-06-15 13:04:50	0.0234
58850	19	2837	2025-06-15 13:05:20	0.0120
58900	19	2887	2025-06-15 13:05:50	0.0188
58950	19	2937	2025-06-15 13:06:20	0.0225
